date,co2,observed_week_count,is_imputed
1975-11-30,329.44,5,False
1975-12-31,330.775,4,False
1976-01-31,331.74,5,False
1976-02-29,332.55,4,False
1976-03-31,333.45000000000005,4,False
1976-04-30,334.45,4,False
1976-05-31,334.76,5,False
1976-06-30,334.40000000000003,3,False
1976-07-31,332.86,5,False
1976-08-31,330.725,4,False
1976-09-30,329.35,4,False
1976-10-31,329.1,5,False
1976-11-30,330.35,4,False
1976-12-31,331.625,4,False
1977-01-31,332.88,5,False
1977-02-28,333.425,4,False
1977-03-31,334.70000000000005,4,False
1977-04-30,336.04,5,False
1977-05-31,336.675,4,False
1977-06-30,336.2,4,False
1977-07-31,334.8,5,False
1977-08-31,332.875,4,False
1977-09-30,331.575,4,False
1977-10-31,331.2,5,False
1977-11-30,332.35,4,False
1977-12-31,333.86,5,False
1978-01-31,335.025,4,False
1978-02-28,335.35,4,False
1978-03-31,336.6,4,False
1978-04-30,337.64,5,False
1978-05-31,337.95,4,False
1978-06-30,337.925,4,False
1978-07-31,336.5,5,False
1978-08-31,334.65,4,False
1978-09-30,332.74,5,False
1978-10-31,332.65,4,False
1978-11-30,333.825,4,False
1978-12-31,334.96000000000004,5,False
1979-01-31,336.225,4,False
1979-02-28,336.7,4,False
1979-03-31,338.0,5,False
1979-04-30,338.875,4,False
1979-05-31,339.375,4,False
1979-06-30,339.23999999999995,5,False
1979-07-31,337.525,4,False
1979-08-31,336.025,4,False
1979-09-30,333.98,5,False
1979-10-31,333.95,4,False
1979-11-30,335.15,4,False
1979-12-31,336.65999999999997,5,False
1980-01-31,337.925,4,False
1980-02-29,338.225,4,False
1980-03-31,340.06,5,False
1980-04-30,340.75,4,False
1980-05-31,341.34000000000003,5,False
1980-06-30,340.95,4,False
1980-07-31,339.375,4,False
1980-08-31,337.6,5,False
1980-09-30,335.875,4,False
1980-10-31,336.025,4,False
1980-11-30,337.06,5,False
1980-12-31,338.2,4,False
1981-01-31,339.21999999999997,5,False
1981-02-28,340.45,4,False
1981-03-31,341.4,4,False
1981-04-30,342.45,4,False
1981-05-31,342.82,5,False
1981-06-30,342.125,4,False
1981-07-31,340.425,4,False
1981-08-31,338.4,5,False
1981-09-30,336.7,4,False
1981-10-31,336.94,5,False
1981-11-30,338.425,4,False
1981-12-31,339.6,4,False
1982-01-31,340.7,5,False
1982-02-28,341.55,4,False
1982-03-31,342.675,4,False
1982-04-30,343.475,4,False
1982-05-31,343.96000000000004,5,False
1982-06-30,343.29999999999995,4,False
1982-07-31,341.91999999999996,5,False
1982-08-31,339.625,4,False
1982-09-30,338.025,4,False
1982-10-31,337.9,5,False
1982-11-30,339.275,4,False
1982-12-31,340.425,4,False
1983-01-31,341.34,5,False
1983-02-28,342.5,4,False
1983-03-31,343.15,4,False
1983-04-30,344.9,5,False
1983-05-31,345.65,4,False
1983-06-30,345.275,4,False
1983-07-31,343.82,5,False
1983-08-31,342.15,4,False
1983-09-30,339.875,4,False
1983-10-31,340.02,5,False
1983-11-30,341.15,4,False
1983-12-31,342.98,5,False
1984-01-31,343.675,4,False
1984-02-29,344.425,4,False
1984-03-31,345.175,4,False
1984-04-30,347.4,1,False
1984-05-31,347.35,4,False
1984-06-30,346.65999999999997,5,False
1984-07-31,345.2,4,False
1984-08-31,343.3,4,False
1984-09-30,341.12,5,False
1984-10-31,341.475,4,False
1984-11-30,342.85,4,False
1984-12-31,344.14,5,False
1985-01-31,344.925,4,False
1985-02-28,345.875,4,False
1985-03-31,347.44,5,False
1985-04-30,348.325,4,False
1985-05-31,348.82500000000005,4,False
1985-06-30,348.17999999999995,5,False
1985-07-31,346.45,4,False
1985-08-31,344.3,4,False
1985-09-30,343.0,4,False
1985-10-31,342.8,4,False
1985-11-30,344.21999999999997,5,False
1985-12-31,345.57500000000005,4,False
1986-01-31,346.25,4,False
1986-02-28,346.825,4,False
1986-03-31,347.74,5,False
1986-04-30,349.525,4,False
1986-05-31,350.08000000000004,5,False
1986-06-30,349.375,4,False
1986-07-31,347.825,4,False
1986-08-31,345.82,5,False
1986-09-30,344.8,4,False
1986-10-31,344.1,4,False
1986-11-30,345.62,5,False
1986-12-31,346.875,4,False
1987-01-31,348.0,5,False
1987-02-28,348.5,4,False
1987-03-31,349.475,4,False
1987-04-30,350.85,4,False
1987-05-31,351.73999999999995,5,False
1987-06-30,351.15,4,False
1987-07-31,349.45,4,False
1987-08-31,348.08000000000004,5,False
1987-09-30,346.4,4,False
1987-10-31,346.44,5,False
1987-11-30,347.925,4,False
1987-12-31,348.925,4,False
1988-01-31,350.4,5,False
1988-02-29,351.775,4,False
1988-03-31,352.125,4,False
1988-04-30,353.58000000000004,5,False
1988-05-31,354.175,4,False
1988-06-30,353.75,4,False
1988-07-31,352.21999999999997,5,False
1988-08-31,350.3,4,False
1988-09-30,348.75,4,False
1988-10-31,348.96,5,False
1988-11-30,350.0,4,False
1988-12-31,351.36,5,False
1989-01-31,352.775,4,False
1989-02-28,353.0,4,False
1989-03-31,353.6,4,False
1989-04-30,355.36,5,False
1989-05-31,355.6,4,False
1989-06-30,355.125,4,False
1989-07-31,353.86,5,False
1989-08-31,351.575,4,False
1989-09-30,349.86,5,False
1989-10-31,350.04999999999995,4,False
1989-11-30,351.2,4,False
1989-12-31,352.48,5,False
1990-01-31,353.65,4,False
1990-02-28,354.65,4,False
1990-03-31,355.48,5,False
1990-04-30,356.175,4,False
1990-05-31,357.075,4,False
1990-06-30,356.08000000000004,5,False
1990-07-31,354.675,4,False
1990-08-31,352.9,4,False
1990-09-30,350.93999999999994,5,False
1990-10-31,351.225,4,False
1990-11-30,352.70000000000005,4,False
1990-12-31,354.14,5,False
1991-01-31,354.675,4,False
1991-02-28,355.65,4,False
1991-03-31,357.2,5,False
1991-04-30,358.6,4,False
1991-05-31,359.25,4,False
1991-06-30,358.18,5,False
1991-07-31,356.05,4,False
1991-08-31,353.86,5,False
1991-09-30,352.125,4,False
1991-10-31,352.25,4,False
1991-11-30,353.74,5,False
1991-12-31,355.025,4,False
1992-01-31,355.9,4,False
1992-02-29,356.68,5,False
1992-03-31,357.9,4,False
1992-04-30,359.075,4,False
1992-05-31,359.54,5,False
1992-06-30,359.125,4,False
1992-07-31,357.0,4,False
1992-08-31,354.86,5,False
1992-09-30,353.025,4,False
1992-10-31,353.41999999999996,5,False
1992-11-30,354.2,4,False
1992-12-31,355.35,4,False
1993-01-31,356.68,5,False
1993-02-28,357.175,4,False
1993-03-31,358.425,4,False
1993-04-30,359.325,4,False
1993-05-31,360.18,5,False
1993-06-30,359.5,4,False
1993-07-31,357.41999999999996,5,False
1993-08-31,355.325,4,False
1993-09-30,353.775,4,False
1993-10-31,354.06,5,False
1993-11-30,355.35,4,False
1993-12-31,356.775,4,False
1994-01-31,358.32,5,False
1994-02-28,358.9,4,False
1994-03-31,359.925,4,False
1994-04-30,361.21999999999997,5,False
1994-05-31,361.65,4,False
1994-06-30,360.9,4,False
1994-07-31,359.46,5,False
1994-08-31,357.375,4,False
1994-09-30,355.92499999999995,4,False
1994-10-31,356.02,5,False
1994-11-30,357.575,4,False
1994-12-31,359.06,5,False
1995-01-31,359.975,4,False
1995-02-28,360.925,4,False
1995-03-31,361.575,4,False
1995-04-30,363.36,5,False
1995-05-31,363.7,4,False
1995-06-30,363.25,4,False
1995-07-31,361.8,5,False
1995-08-31,359.375,4,False
1995-09-30,358.0,5,False
1995-10-31,357.85,4,False
1995-11-30,359.475,4,False
1995-12-31,360.7,5,False
1996-01-31,362.025,4,False
1996-02-29,363.175,4,False
1996-03-31,364.06000000000006,5,False
1996-04-30,364.7,4,False
1996-05-31,365.325,4,False
1996-06-30,364.88,5,False
1996-07-31,363.475,4,False
1996-08-31,361.32,5,False
1996-09-30,359.4,4,False
1996-10-31,359.625,4,False
1996-11-30,360.73999999999995,5,False
1996-12-31,362.375,4,False
1997-01-31,363.125,4,False
1997-02-28,363.875,4,False
1997-03-31,364.56,5,False
1997-04-30,366.325,4,False
1997-05-31,366.68,5,False
1997-06-30,365.475,4,False
1997-07-31,364.375,4,False
1997-08-31,362.46000000000004,5,False
1997-09-30,360.15,4,False
1997-10-31,360.75,4,False
1997-11-30,362.38,5,False
1997-12-31,364.25,4,False
1998-01-31,365.34000000000003,5,False
1998-02-28,366.2,4,False
1998-03-31,367.375,4,False
1998-04-30,368.525,4,False
1998-05-31,369.14,5,False
1998-06-30,368.75,4,False
1998-07-31,367.6,4,False
1998-08-31,365.71999999999997,5,False
1998-09-30,363.925,4,False
1998-10-31,364.32,5,False
1998-11-30,365.55,4,False
1998-12-31,366.925,4,False
1999-01-31,368.12,5,False
1999-02-28,368.85,4,False
1999-03-31,369.6,4,False
1999-04-30,370.975,4,False
1999-05-31,370.84000000000003,5,False
1999-06-30,370.25,4,False
1999-07-31,369.0,5,False
1999-08-31,366.7,4,False
1999-09-30,364.675,4,False
1999-10-31,365.14,5,False
1999-11-30,366.65,4,False
1999-12-31,367.9,4,False
2000-01-31,369.02,5,False
2000-02-29,369.375,4,False
2000-03-31,370.4,4,False
2000-04-30,371.54,5,False
2000-05-31,371.65,4,False
2000-06-30,371.625,4,False
2000-07-31,369.94,5,False
2000-08-31,367.95,4,False
2000-09-30,366.53999999999996,5,False
2000-10-31,366.725,4,False
2000-11-30,368.125,4,False
2000-12-31,369.44,5,False
2001-01-31,370.175,4,False
2001-02-28,371.325,4,False
2001-03-31,372.06,5,False
2001-04-30,372.775,4,False
2001-05-31,373.79999999999995,4,False
2001-06-30,373.06,5,False
2001-07-31,371.3,4,False
2001-08-31,369.425,4,False
2001-09-30,367.88,5,False
2001-10-31,368.05,4,False
2001-11-30,369.375,4,False
2001-12-31,371.02,5,False
